	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
1758	IFC Asset Management Company (AMC)	Consorcio Financiero	Latin America	South America	Chile	CHL	CL	Financials	Insurance	Nonlife Insurance	Full Line Insurance	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	40	16-Jun	2016	1.0	
1759	Aster Capital, Investisseurs & Partenaires (I&P)	PEG Africa	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Equity	Venture Capital	4	16-Jun	2016	1.0	
1760	DMP	CtrlShift	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	1	16-Jun	2016	0.0	
1761	Capvent	Srikrishna Milks	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	10	16-Jun	2016	0.0	
1762	Matrix Partners	kaiSTART	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Jun	2016	0.0	
1763	Entrepreneurship & Venture Capital (EVC)	Eduvative Technologies (EdTechReview)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital		16-Jun	2016	0.0	
1764	Venturra Capital, Alpha JWC Ventures, GMO Venture Partners, Golden Gate Ventures	Carro	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	16-Jun	2016	0.0	
1765	IDG Capital Partners (IDGVC)	Banana Games	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	23	16-Jun	2016	0.0	
1766	Schulze Global Investments (SGI)	Origin Investment	Sub-Saharan Africa	East Africa	Ethiopia	ETH	ET	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth		16-Jun	2016	0.0	
1767	Practica Capital	Interactio	CEE & CIS	Central & Eastern Europe (CEE)	Lithuania	LTU	LT	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	16-Jun	2016	0.0	
1768	DCM, Sequoia Capital	China Online Education Group (51Talk)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	PIPE	20	16-Jun	2016	0.0	
1769	Helios Investment Partners	Telkom Kenya	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Buyout		16-Jun	2016	1.0	
1770	Northern Light Venture Capital (NLVC), China Soft Capital (China Soft Investment Corporation)	Beijing ThreatBook Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	16-Jun	2016	0.0	
1771	Legend Capital	Qiangsen International Community Medical	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	2	16-Jun	2016	0.0	
1772	GSR Ventures	Ablecloud	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	16-Jun	2016	0.0	
1773	NewMargin Ventures, Shenzhen Oriental Fortune Capital (OFC)	Keahoarl Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital		16-Jun	2016	0.0	
1774	Qiming Venture Partners	Seven Kilometers Modem Agricultural Service Center	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	5	16-Jun	2016	0.0	
1775	Shenzhen Cowin Venture Capital	Beijing Shenzhou Guangda Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	16-Jun	2016	0.0	
1776	Genesis Capital	Quinta-Analytica	CEE & CIS	Central & Eastern Europe (CEE)	Czech Republic	CZE	CZ	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Buyout		16-Jun	2016	0.0	
1777	BPM Capital	Optometrijas Centrs	CEE & CIS	Central & Eastern Europe (CEE)	Latvia	LVA	LV	Health Care	Health Care	Health Care Equipment & Services	Medical Supplies	Health Care Equipment & Supplies	S Health Care	Health Care	Private Credit	Mezzanine		16-Jun	2016		
1778	Rabo Equity Advisors	Parijat Industries India	Asia	South Asia	India	IND	IN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth	15	16-Jun	2016	0.0	
1779	Navis Capital Partners	ISA Industrial (ISA Tantec)	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Buyout		16-Jun	2016	0.0	
1780	Aavishkaar Venture Management	Nalanda Learning Systems (Little Laureates)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	1	16-Jun	2016	1.0	
1781	Kae Capital	Gijutsu Solutions (ListUP)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-Jun	2016	0.0	
1782	SP Ventures	InCeres Sistema para Agricultura de Precisao (InCeres)	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Jun	2016	0.0	
1783	PC Capital	Grupo Filoa	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		16-Jun	2016	0.0	
1784	AppWorks Ventures	BERSS Holdings	Asia	East Asia	Taiwan	TWN	TW	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Jun	2016	0.0	
1785	Sequoia Capital, Unitus Seed Fund	Cuemath	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	4	16-Jun	2016	0.0	
1786	SP Ventures	Agronow	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Jun	2016	0.0	
1787	Edelweiss Alternative Asset Advisors	Rockdude Impex (Freshee)	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		16-Jun	2016	0.0	
1788	Tsing Capital	Horizon Robotics	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Computer Hardware	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	10	16-Jun	2016	1.0	
1789	The Abraaj Group	Fibabanka	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		16-Jun	2016	1.0	
1790	Maj Invest	Diviso Grupo Financiero	Latin America	South America	Peru	PER	PE	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		16-Jun	2016	0.0	
1791	The EuroMena Funds	Credit Libanais	MENA	Middle East	Lebanon	LBN	LB	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	20	16-Jun	2016	1.0	
1792	DMP, CyberAgent Ventures	Medical Departures	Asia	Southeast Asia	Thailand	THA	TH	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	1	16-Jun	2016	0.0	
1793	IDG Capital Partners (IDGVC), DT Capital Partners	Beijing Qingsongchou Network Technology	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Jun	2016	0.0	
1794	East Ventures, Convergence Ventures, Fenox Venture Capital, Northstar Group, Wavemaker Partners	Moka	Asia	Southeast Asia	Indonesia	IDN	ID	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Jun	2016	0.0	
1795	Shunwei Capital Partners	Shanghai Mime Financial Information (Memedai.cn)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Jun	2016	0.0	
1796	BanyanTree Finance	GPT Healthcare (ILS Hospitals)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Credit	Debt	1	16-Jun	2016		
1797	Beenext, Lightbox Ventures	Droom Technology	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		16-Jun	2016	0.0	
1798	Vision Knight Capital Partners, DCM, Ventech	Blued	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Jun	2016	0.0	
1799	Romulus Capital	Vyome Biosciences	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Jun	2016	0.0	
1800	Rabo Equity Advisors	Mrs. Bector's Cremica	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	15	16-Jun	2016	0.0	31.45814721
1801	Matrix Partners, Northern Light Venture Capital (NLVC), Shenzhen Cowin Venture Capital	MobileMD System	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Jun	2016	0.0	
1802	Sigma Capital	Tres Hermanas Wind Park	Latin America	South America	Peru	PER	PE	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		16-Jun	2016	0.0	
1803	AfricInvest	Auto Distribution Maroc (AD Maroc)	MENA	North Africa	Morocco	MAR	MA	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		16-Jun	2016	0.0	
1804	Patamar Capital (formerly Unitus Impact)	Topica Edtech Group	Asia	Southeast Asia	Vietnam	VNM	VN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Jun	2016	0.0	
1805	Patamar Capital (formerly Unitus Impact)	Vasham	Asia	Southeast Asia	Indonesia	IDN	ID	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Jun	2016	0.0	
1806	SAIF Partners	JustDial	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	PIPE		16-Jun	2016	0.0	316.26914389999996
1807	AfricInvest	Menuiserie Aluminium du Sud (MAS)	MENA	North Africa	Tunisia	TUN	TN	Basic Materials	Basic Resources	Industrial Metals & Mining	Aluminum	Metals & Mining	I Primary Metals	Primary Metals	Private Equity	Growth	2	16-Jun	2016	0.0	
1808	Kedaara Capital, Partners Group	AU Housing Finance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Mortgage Finance	Thrifts & Mortgage Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Buyout	141	16-Jun	2016	0.0	
1809	I Squared Capital	Western UP Tollway	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Buyout	86	16-Jun	2016	0.0	
1810	Capital Indigo	DeliSnacks	Latin America	Central America	Mexico	MEX	MX	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		16-Jun	2016	0.0	
1811	Senatla Capital	Bounty Brands	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Credit	Mezzanine		16-Jun	2016		
1812	Senatla Capital	Generator and Plant Hire	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Private Equity	Growth		16-Jun	2016	0.0	
1813	Wamda Capital	Geeks	MENA	Middle East	United Arab Emirates	ARE	AE	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Jun	2016	1.0	
1814	Capital Indigo	CrediConfia	Latin America	Central America	Mexico	MEX	MX	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		16-Jun	2016	1.0	
1815	STIC Investments	Daesung Eltec	Asia	East Asia	South Korea	KOR	KR	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE		16-Jun	2016	0.0	
1816	Jungle Ventures, 500 Startups, Alpha JWC Ventures, GMO Venture Partners	FinAccel	Asia	Southeast Asia	Singapore	SGP	SG	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Jun	2016	0.0	
1817	CyberAgent Ventures, Wavemaker Partners	Smartkarma	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	5	16-Jun	2016	1.0	
1818	Softbank China Venture Capital (SBCVC)	Codoon	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		16-Jun	2016	1.0	
1819	Bridgepoint Private Equity	Peyman	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout		16-Jun	2016	0.0	
1820	Hony Capital	BOC Aviation	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	PIPE	50	16-Jun	2016	0.0	
1821	Monashees Capital	Strider	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	16-Jun	2016	0.0	
1822	Kejora Ventures	Investree	Asia	Southeast Asia	Indonesia	IDN	ID	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Jun	2016	0.0	
1823	TA Associates, Partners Group, True North (formerly IVFA)	Atria Convergence Technologies (ACT)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Buyout	500	16-Jun	2016	1.0	
1824	IFC Asset Management Company (AMC)	XacBank	Asia	East Asia	Mongolia	MNG	MN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Credit	Debt	15	16-May	2016		
1825	AppWorks Ventures, Crystal Stream Ventures	Huolala Global Investment	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	10	16-May	2016	0.0	
1826	Chengwei Ventures, CITIC Capital Partners	Shenzhen Huishoubao Tech	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	15	16-May	2016	0.0	
1827	Boyu Capital, CDH Investments	New Century Healthcare Holding	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	50	16-May	2016	0.0	
1828	Global Environment Fund (GEF), Kinea Private Equity Investimentos	AGV Logistica	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		16-May	2016	0.0	
1829	Eos Capital	Elso Holdings	Sub-Saharan Africa	Southern Africa	Namibia	NAM		Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		16-May	2016	0.0	
1830	Parampara Capital and Management Consultants	Atomberg Technology	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	1	16-May	2016	0.0	
1831	500 Startups, Cherubic Ventures	Althea	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	4	16-May	2016	0.0	
1832	Redpoint Ventures, Northern Light Venture Capital (NLVC)	XSKY Beijing Data Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	8	16-May	2016	0.0	
1833	Sequoia Capital	Lechebang.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-May	2016	0.0	
1834	Banyan Capital, Zhenfund	Shanghai Kanbang Information Technology (NewRank)	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		16-May	2016	0.0	
1835	IDG Ventures India	Iluminar Media (Little Black Book)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	1	16-May	2016	0.0	
1836	KK Fund, Pinehurst Advisors	HelloWings	Asia	East Asia	Taiwan	TWN	TW	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		16-May	2016	0.0	
1837	Warburg Pincus	Apex International Energy	MENA	North Africa	Egypt	EGY	EG	Oil & Gas	Oil & Gas	Oil & Gas Producers	Exploration & Production	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Growth	500	16-May	2016	0.0	
1838	LIV Capital	Anima Estudios	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth		16-May	2016	0.0	
1839	Sequoia Capital	Defmacro Software (ClearTax)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-May	2016	0.0	
1840	Old Mutual Alternative Investments	Prestige College	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		16-May	2016	0.0	
1841	Orion Resource Partners, Resource Capital Funds	Lydian Amulsar Gold Project	CEE & CIS	Commonwealth of Independent States (CIS)	Armenia	ARM	AM	Basic Materials	Basic Resources	Mining	Gold Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Growth	80	16-May	2016	0.0	
1842	Wamda Capital	Boxit	MENA	Middle East	Kuwait	KWT	KW	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.2	16-May	2016	1.0	
1843	Lumia Capital	InstaCarro	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	4	16-May	2016	0.0	
1844	Unitus Seed Fund	AddressHealth Solutions	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	2	16-May	2016	0.0	
1845	CDH Investments, ChinaEquity	Benlai.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-May	2016	0.0	
1846	Patria Investimentos	Odata	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Infrastructure & Real Assets	Buyout	56	16-May	2016	0.0	
1847	Aavishkaar Venture Management	CloudWell	Asia	South Asia	Bangladesh	BGD	BD	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-May	2016	0.0	
1848	CyberAgent Ventures, Convergence Ventures	Seekmi	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-May	2016	0.0	
1849	Wamda Capital	BitOasis	MENA	Middle East	United Arab Emirates	ARE	AE	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-May	2016	1.0	
1850	Quona Capital, Jaguar Ventures, Kaszek Ventures	Konfio	Latin America	Central America	Mexico	MEX	MX	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	8	16-May	2016	1.0	
1851	Vision Knight Capital Partners	Ruituo Technology (Weidai)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-May	2016	0.0	
1852	East Ventures	LimaKilo	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-May	2016	0.0	
1853	XSML	SoGood	Sub-Saharan Africa	Central Africa	Democratic Republic of the Congo	COD	CD	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Credit	Mezzanine		16-May	2016		
1854	Legend Capital	Mimen Culture Media	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	10	16-May	2016	0.0	
1855	Sequoia Capital, Linear Venture	Tezign	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	2	16-May	2016	0.0	
1856	Quona Capital	InvoiNet	Latin America	South America	Argentina	ARG	AR	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-May	2016	1.0	
1857	Ventech, Zhenfund	Beijing Liangshi Wuji Technology (Wandougongzhu, Wonderfull)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	16-May	2016	0.0	
1858	Actis	Mundiapolis University	MENA	North Africa	Morocco	MAR	MA	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		16-May	2016	0.0	
1859	GSR Ventures	Qingdao Uanel Information Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	2	16-May	2016	0.0	
1860	Sixth Sense Ventures	Soothe Healthcare	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Medical Supplies	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Venture Capital		16-May	2016	0.0	
1861	Capital Invent, ON Ventures	TiZKKA	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	1	16-May	2016	0.0	
