	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
1202	UOB Venture Management	Eu Yan Sang	Asia	Southeast Asia	Singapore	SGP	SG	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Buyout		16-Oct	2016	0.0	
1203	Ventureast	Find Me A Shoe	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Oct	2016	0.0	
1204	2bCapital	Multi-Ar	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	25	16-Oct	2016	0.0	
1205	Sequoia Capital	Nugit	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	16-Oct	2016	0.0	
1206	CVC Capital Partners	Nirvana Asia (NV Multi Asia)	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout	1,100	16-Oct	2016	0.0	
1207	SP Ventures	Moneto	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-Oct	2016	0.0	
1208	Kae Capital	Azuro	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Oct	2016	0.0	
1209	HealthQuad Advisors	Neurosynaptic	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Venture Capital		16-Oct	2016	1.0	
1210	Advent International	Grupo Transmerquim (GTM)	Latin America	-	Latin America Regional Investment	LAC		Basic Materials	Chemicals	Chemicals	Commodity Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth		16-Oct	2016	0.0	
1211	Odyssey Capital (Tigris Infrastructure Partners)	Yixing Jeffcon	Asia	East Asia	China	CHN	CN	Utilities	Utilities	Gas, Water & Multi-utilities	Water	Water Utilities	C Utilities	Utilities	Infrastructure & Real Assets	Growth	30	16-Oct	2016	0.0	
1212	BPM Capital	Digitalas Ekonomikas Attistibas Centrs	CEE & CIS	Central & Eastern Europe (CEE)	Latvia	LVA	LV	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Credit	Mezzanine		16-Oct	2016		
1213	Investec Asset Management	Mobisol	Sub-Saharan Africa	-	Sub-Saharan Africa Regional Investment	SSA		Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Equity	Growth		16-Oct	2016	1.0	
1214	Cassia Investments	Ultimate Performance	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	10	16-Oct	2016	0.0	
1215	OrbiMed Advisors	Bharat Serums and Vaccines	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		16-Oct	2016	0.0	
1216	ALLVP (Venture Partners Mexico), LIV Capital	Nubity	Latin America	Central America	Mexico	MEX	MX	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	2	16-Oct	2016	0.0	
1217	Accel Partners, Jungle Ventures	Mogli Labs (Moglix)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	4	16-Oct	2016	1.0	
1218	Golden Gate Ventures	Grana	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	16-Oct	2016	0.0	
1219	Kalaari Capital	AppsDaily Solutions	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	4	16-Oct	2016	0.0	
1220	Novastar Ventures	Soko	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Venture Capital		16-Oct	2016	0.0	
1221	Beenext	White Shadow Technology (Bharat Bazaar)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Oct	2016	0.0	
1222	Warburg Pincus, Hillhouse Capital Management, Joy Capital (Yuyue Capital), Qiming Venture Partners, Sequoia Capital	Mobike	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	100	16-Oct	2016	1.0	
1223	IDG Ventures India, YourNest Angel Fund	Uniphore Software Systems	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Oct	2016	0.0	
1224	Mineria Activa	Pampa Camarones	Latin America	South America	Chile	CHL	CL	Basic Materials	Basic Resources	Mining	General Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Buyout	8	16-Oct	2016	0.0	
1225	Creador	Mr. DIY	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	21	16-Oct	2016	0.0	
1226	Pravega Ventures, Beenext	Property Share	Asia	South Asia	India	IND	IN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital		16-Oct	2016	0.0	
1227	Prime Venture Partners	MWYN Tech (MoneyTap)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Oct	2016	0.0	
1228	Gulf Capital	Emirates Auction	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		16-Oct	2016	0.0	
1229	CDG Capital	Techniques Science Santé (T2S)	MENA	North Africa	Morocco	MAR	MA	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth		16-Oct	2016	0.0	
1230	Lightspeed Venture Partners	Udaan	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	16-Oct	2016	0.0	
1231	Lightspeed Venture Partners, Chengwei Ventures, Sinovation Ventures	A.I. Nemo (Zaijia.com)	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Computer Hardware	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		16-Sep	2016	0.0	
1232	ACP, Tembusu Partners	Latize	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Sep	2016	0.0	
1233	Wamda Capital, Middle East Venture Partners (MEVP)	The Luxury Closet	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	8	16-Sep	2016	1.0	
1234	Banyan Capital	Tiger Technology (The Tiger)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Jul	2016	0.0	
1235	Neulogy Ventures	Excalibur	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Jul	2016	0.0	
1236	Founders Fund	JusBrasil	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		16-Jul	2016	0.0	
1237	Partners Group	Formosa Solar	Asia	East Asia	Taiwan	TWN	TW	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	200	16-Jul	2016	0.0	
1238	Banyan Capital, New Horizon Capital	Pinduoduo	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	110	16-Jul	2016	0.0	
1239	Wamda Capital, Addventure	Kapgel	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	1	16-Jul	2016	1.0	
1240	Macquarie Infrastructure and Real Assets (MIRA)	Parque Solar Coahuila	Latin America	Central America	Mexico	MEX	MX	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Buyout	41	16-Jul	2016	0.0	
1241	Tiger Global Management, Accel Partners, Ribbit Capital	Whizdm Innovations (MoneyView)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	10	16-Jun	2016	0.0	
1242	Mayfield Fund, India Quotient, Saama Capital	Lendingkart Technologies	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Jun	2016	0.0	
1243	Sequoia Capital, Vision Plus Capital	Zaihang (Fenda)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	25	16-Jun	2016	0.0	
1244	Prostar Capital	China Oil and Fuel Storage Terminal	Asia	East Asia	China	CHN	CN	Oil & Gas	Oil & Gas	Oil Equipment, Services & Distribution	Pipelines	Oil, Gas & Consumable Fuels	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Growth	100	16-Jun	2016	0.0	
1245	Kalaari Capital	InfoCredit Services (CreditVidya)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Jun	2016	0.0	
1246	Accel Partners	Instabug	MENA	North Africa	Egypt	EGY	EG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Jun	2016	0.0	
1247	Blume Ventures	BHIVE Workspace	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-May	2016	1.0	
1248	South Central Ventures	City Expert	CEE & CIS	Central & Eastern Europe (CEE)	Serbia	SRB	RS	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital	1	16-May	2016	0.0	
1249	SP Ventures	Agrosmart	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-May	2016	0.0	
1250	Invest Tech Investimentos e Participacoes	Brasil/CT	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	10	16-May	2016	0.0	
1251	Performa Investimentos	Intelipost	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-May	2016	0.0	
1252	Silicon Badia, 500 Startups	ReserveOut	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	4	16-May	2016	0.0	
1253	Barn Investments, Redpoint eVentures	Skore	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Oct	2016	0.0	
1254	SAIF Partners	Fiem Industries	Asia	South Asia	India	IND	IN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE	7	16-Sep	2016	0.0	
1255	Aavishkaar Venture Management	CAOS Apparels	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Growth	0.4	16-Sep	2016	1.0	
1256	CDH Investments, CDH Investments, IDG Capital Partners (IDGVC)	SenseTime Group (Shang Technology)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	40	16-Sep	2016	1.0	
1257	Aavishkaar Venture Management, IDG Ventures India	ULink BioEnergy (AgroStar)	Asia	South Asia	India	IND	IN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth	3	16-Sep	2016	1.0	
1258	Blume Ventures	Unocoin	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Sep	2016	0.0	
1259	Mirae Asset Global Investments, IMM Investment	Celltrion GSC	Asia	East Asia	South Korea	KOR	KR	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Credit	Mezzanine	18	16-Sep	2016		
1260	Sequoia Capital, East Ventures	Coraza Technologies (Helpchat, Akosha)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	16-Sep	2016	0.0	
1261	Shenzhen Capital Group (SCGC)	Guangdong Jinli Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		16-Sep	2016	0.0	
1262	Cathay Capital Private Equity	Shanghai Shenyi Technology (Shopal)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Sep	2016	0.0	
1263	Fortune Venture Capital	Jingsu Aijia Household Products	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	15	16-Sep	2016	0.0	
1264	Shenzhen Capital Group (SCGC)	Suzhou Taolue Biotechnology	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Biotechnology	Biotechnology	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Sep	2016	0.0	
1265	Softbank China Venture Capital (SBCVC)	Digital Domain Holdings	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	3	16-Sep	2016	1.0	
1266	Advent International	Grupo Fortbras	Latin America	South America	Brazil	BRA	BR	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Auto Parts	Auto Components	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		16-Sep	2016	0.0	
1267	VIG Partners	Joeunsangjo (Good Sangjo)	Asia	East Asia	South Korea	KOR	KR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout	59	16-Sep	2016	0.0	
1268	Faering Capital, Arpwood Capital	Utkarsh Micro Finance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		16-Sep	2016	1.0	3.3
1269	Legend Capital, SAIF Partners	Tricorn (Beijing) Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	16-Sep	2016	0.0	
1270	Aavishkaar Venture Management	Nepra Resource Management	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Growth	1	16-Sep	2016	1.0	
1271	Aavishkaar Venture Management	Jaypore E-Commerce	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	2	16-Sep	2016	0.0	
1272	Goodwater Capital, Altos Ventures, KTB Investment & Securities	Viva Republica (Toss)	Asia	East Asia	South Korea	KOR	KR	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Sep	2016	0.0	
1273	Principle Capital	Hongyuan Era Sports Development	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		16-Sep	2016	0.0	
1274	Access Ventures	Moca	Asia	Southeast Asia	Vietnam	VNM	VN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Sep	2016	0.0	
1275	Sinovation Ventures	Tink Labs	Asia	East Asia	China	CHN	CN	Technology	Technology	Technology Hardware & Equipment	Telecommunications Equipment	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		16-Sep	2016	0.0	
1276	e.Bricks Digital, Kaszek Ventures	Contabilizei	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Sep	2016	0.0	
1277	Development Partners International	General Emballage	MENA	North Africa	Algeria	DZA	DZ	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		16-Sep	2016	1.0	55.0
1278	CRP Companhia de Participacoes	Hiper	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Sep	2016	1.0	
1279	Inseed Investimentos	OXI Ambiental	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Venture Capital	1	16-Sep	2016	0.0	
1280	Endiya Partners	Celes Care	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	1	16-Sep	2016	0.0	
1281	Matrix Partners, BlueRun Ventures	Guazi.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	250	16-Sep	2016	0.0	
1282	Wavemaker Partners	Greyloft	Asia	Southeast Asia	Singapore	SGP	SG	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital	1	16-Sep	2016	0.0	
1283	TransLink Capital	XGene	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electrical Components & Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	10	16-Sep	2016	0.0	
1284	Waterland Private Equity	L’biotica	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		16-Sep	2016	0.0	
1285	Ambit Pragma Ventures	Vidal Healthcare Services	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	10	16-Sep	2016	1.0	
1286	Redview Capital	Dalian Wanda Commercial Properties	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Buyout		16-Sep	2016	0.0	
1287	Wamda Capital	Compareit4me	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	16-Sep	2016	1.0	
1288	GGV Capital, Legend Capital, Sequoia Capital	Zuoyebang	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	60	16-Sep	2016	0.0	
1289	The Abraaj Group	Capa de Ozono (Acritus)	Latin America	Central America	Mexico	MEX	MX	Consumer Goods	Personal & Household Goods	Personal Goods	Footwear	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Growth		16-Sep	2016	1.0	
1290	Adenia Partners	Ademat	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electrical Components & Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		16-Sep	2016	1.0	
1291	IDG Capital Partners (IDGVC), Shenzhen Green Pine Capital Partners	OrigiMed	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	10	16-Sep	2016	0.0	
1292	New Horizon Capital	Genetron Health	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital		16-Sep	2016	0.0	
1293	CRP Companhia de Participacoes	SumOne (Bonuz)	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Sep	2016	1.0	
1294	K Cube Ventures, Korea Investment Partners (KIP)	Cashtree	Asia	Southeast Asia	Indonesia	IDN	ID	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	4	16-Sep	2016	0.0	
1295	Gobi Partners, Sequoia Capital	Beijing Tianji Shuce Data Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Sep	2016	0.0	
1296	Source Code Capital, K2 Ventures	Shanghai Yimi Dida Supply Chain Management	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital		16-Sep	2016	0.0	
1297	IDG Ventures India	Cloudcherry Analytics	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	16-Sep	2016	0.0	
1298	LIV Capital, Northgate Capital	Linio	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	4	16-Sep	2016	0.0	
1299	Lindeman Asia	Cogobuy Group	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electrical Components & Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE		16-Sep	2016	0.0	
1300	Apis Partners	Direct Pay Online Group	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	7	16-Sep	2016	0.0	
1301	Meridian Capital, Banyan Capital, Capital Today, Shunwei Capital Partners	Beijing HuaYeJiShi Network Technology (Boss Zhipin)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	28	16-Sep	2016	0.0	
1302	Accel Partners	Daily Rounds	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital		16-Sep	2016	0.0	
