	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
10840	Haitong-Fortis Private Equity Fund Management	Wuhan Zhongyuan Huadian Science & Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electronic Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		9-Jan	2009	0.0	
10841	CSV Capital Partners	iTour	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		9-Jan	2009	0.0	
10842	IL&FS Investment Managers	IL&FS Environment (Waste Management)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Growth	3	9-Jan	2009	0.0	
10843	Everstone Capital	Ravindranath GE Medical Associates (Global Hospitals)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	3	9-Jan	2009	0.0	
10844	SAIF Partners	Hybio Pharmaceutical	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Venture Capital	3	9-Jan	2009	0.0	48.7
10845	Trustbridge Partners (TBP Capital), Ceyuan Ventures	Douban.com	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	10	9-Jan	2009	0.0	
10846	EmVest	Ariston Holdings	Sub-Saharan Africa	East Africa	Zimbabwe	ZWE	ZW	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth		9-Jan	2009	0.0	
10847	HAO Capital	Shi Kang Rong (SKR)	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth		9-Jan	2009	0.0	
10848	STIC Investments	Jeil Hydraulics	Asia	East Asia	South Korea	KOR	KR	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	8	9-Jan	2009	0.0	26.8
10849	PENM Partners	AR Group (Eyewear Hut)	Asia	Southeast Asia	Vietnam	VNM	VN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		9-Jan	2009	0.0	
10850	Endurance Capital Partners	Corpo Perfeito	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		9-Jan	2009	0.0	
10851	Endurance Capital Partners	Espaco Arabe	Latin America	South America	Brazil	BRA	BR	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		9-Jan	2009	0.0	
10852	Endurance Capital Partners	Bioclean Energy do Brasil	Latin America	South America	Brazil	BRA	BR	Oil & Gas	Oil & Gas	Alternative Energy	Alternative Fuels	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Equity	Growth		9-Jan	2009	0.0	
10853	Tribeca Asset Management	Termocandelaria	Latin America	South America	Colombia	COL	CO	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		9-Jan	2009	0.0	233.0
10854	Endurance Capital Partners	Renar Macas	Latin America	South America	Brazil	BRA	BR	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		9-Jan	2009	0.0	
10855	Victoria Capital Partners	Cameo Chile	Latin America	South America	Chile	CHL	CL	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		9-Jan	2009	1.0	
10856	CRP Companhia de Participacoes	Br Supply	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		9-Jan	2009	0.0	
10857	NEVEQ Capital Partners	3DC	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	9-Jan	2009	0.0	
10858	Accel Partners	CommonFloor.com	Asia	South Asia	India	IND	IN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital		9-Jan	2009	0.0	
10859	Neo Investimentos	Livraria Cultura	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		9-Jan	2009	0.0	
10860	Kendall Court	Provident Agro	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Credit	Mezzanine		9-Jan	2009		
10861	Quadriga Capital Russia	Euro-Address	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		8-Dec	2008	1.0	
10862	The Abraaj Group	Ramky Infrastructure	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Infrastructure & Real Assets	Growth		8-Dec	2008	0.0	6.4
10863	The Abraaj Group	Engineering and Construction Company (ECI)	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Infrastructure & Real Assets	Growth		8-Dec	2008	0.0	
10864	Cordiant Capital	Polaris Energy Nicaragua (Ram Power subsidiary)	Latin America	Central America	Nicaragua	NIC	NI	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Credit	Debt		8-Dec	2008		
10865	Lighthouse Funds	Miles Software	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	2	8-Dec	2008	1.0	
10866	Enfoca Inversiones	Grupo Salud Del Peru	Latin America	South America	Peru	PER	PE	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	29	8-Dec	2008	0.0	
10867	VC Hunt	CashURdrive	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	1	8-Dec	2008	0.0	
10868	VC Hunt	Artintell	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	8-Dec	2008	0.0	
10869	Northstar Group	Bumi Resources	Asia	Southeast Asia	Indonesia	IDN	ID	Basic Materials	Basic Resources	Mining	General Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	PIPE		8-Dec	2008	0.0	
10870	The Abraaj Group	Marsun	Asia	Southeast Asia	Thailand	THA	TH	Industrials	Industrial Goods & Services	Industrial Engineering	Commercial Vehicles & Trucks	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	6	8-Dec	2008	0.0	
10871	Invest AD, Delta Partners Capital	Mobiserve (OrasInvest)	MENA	North Africa	Egypt	EGY	EG	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Buyout	180	8-Dec	2008	0.0	
10872	Gavea Investimentos	Lojas Americanas	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	PIPE	69	8-Dec	2008	0.0	
10873	Ecus Private Equity	Loginsa	Latin America	South America	Chile	CHL	CL	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		8-Dec	2008	0.0	
10874	Providence Equity Partners	eTelecare Global Solutions	Asia	Southeast Asia	Philippines	PHL	PH	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	290	8-Dec	2008	0.0	
10875	Convergence Partners	Intelsat New Dawn	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Growth		8-Dec	2008	0.0	
10876	Darby Private Equity	Top Image Holding	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Recreational Products	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		8-Dec	2008	0.0	
10877	Havenvest Private Equity Middle East	Site Technology Holdings	MENA	Middle East	United Arab Emirates	ARE	AE	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Equity	Buyout		8-Dec	2008	0.0	
10878	Avallon	Fiten	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Private Equity	Buyout	3	8-Dec	2008	0.0	
10879	Hanmi Venture Capital, IDG Ventures Korea	Xronet	Asia	East Asia	South Korea	KOR	KR	Technology	Technology	Technology Hardware & Equipment	Semiconductors	Technology Hardware, Storage & Peripherals	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	4	8-Dec	2008	0.0	
10880	Tsing Capital	SureAuto (KK Che)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	8-Dec	2008	1.0	
10881	Ancora Capital Management	Bumi Resources	Asia	Southeast Asia	Indonesia	IDN	ID	Basic Materials	Basic Resources	Mining	General Mining	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	PIPE	75	8-Dec	2008	0.0	
10882	IL&FS Investment Managers	Malakoff	Asia	Southeast Asia	Malaysia	MYS	MY	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	81	8-Dec	2008	0.0	
10883	Conduit Capital Partners	Parriton	Latin America	Central America	Costa Rica	CRI	CR	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Buyout	1	8-Dec	2008	0.0	
10884	BlueRun Ventures	PPLive	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	20	8-Dec	2008	0.0	
10885	Gobi Partners, Ambient Sound Investments	Idapted	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		8-Dec	2008	0.0	
10886	The Abraaj Group	Publimovil Costa Rica	Latin America	Central America	Costa Rica	CRI	CR	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	2	8-Dec	2008	0.0	
10887	New Russia Growth (NRG)	Ufanet	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Telecommunications	Telecommunications	Fixed Line Telecommunications	Fixed Line Telecommunications	Diversified Telecommunication Services	N Information	Information	Private Equity	Growth		8-Dec	2008	0.0	
10888	Horizon Equity Partners	Lincoln Lubrication	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		8-Dec	2008	1.0	
10889	Axxess Capital	Frigotehnica	CEE & CIS	Central & Eastern Europe (CEE)	Romania	ROU	RO	Industrials	Industrial Goods & Services	Industrial Engineering	Industrial Machinery	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout	32	8-Dec	2008	0.0	
10890	Canaan Partners, Accel Partners	Chakpak	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital		8-Dec	2008	0.0	
10891	SPE Capital Partners	Creative Energy Resources (Uch Power)	Asia	South Asia	Pakistan	PAK	PK	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	100	8-Dec	2008	0.0	
10892	CDH Investments	South Beauty Catering Management Group	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	29	8-Dec	2008	0.0	
10893	Sumitomo Corporation Equity Asia (SCEA)	SML Isuzu	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Engineering	Commercial Vehicles & Trucks	Machinery	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Buyout		8-Dec	2008	0.0	
10894	China Broadband Capital (CBC)	Seventh Sense Media	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth	8	8-Dec	2008	0.0	
10895	Venture Partners Botswana (VPB)	Medical Rescue International (MRI) Botswana	Sub-Saharan Africa	Southern Africa	Botswana	BWA	BW	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Buyout		8-Dec	2008	0.0	
10896	Rio Bravo Investimentos	Daitan Labs	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		8-Dec	2008	0.0	
10897	The Blackstone Group	CMS Infosystems	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout	50	8-Dec	2008	0.0	159.6776601
10898	Enterprise Investors	Dystrybucja Polska	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	2	8-Dec	2008	0.0	
10899	ePlanet Capital	Sree Ramcides	Asia	South Asia	India	IND	IN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth	5	8-Dec	2008	0.0	9.5
10900	Emerging Capital Partners (ECP)	La Nouvelle Societe Interafricaine d'Assurance Participations (NSIA)	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Financials	Insurance	Nonlife Insurance	Full Line Insurance	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		8-Dec	2008	1.0	
