	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
2179	Elevar Equity	Afluenta	Latin America	South America	Argentina	ARG	AR	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	4	16-Mar	2016	0.0	
2180	H.I.G. Capital	Halex Istar	Latin America	South America	Brazil	BRA	BR	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		16-Mar	2016	0.0	
2181	Creador	RedCap Pharmacy	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	Food & Drug Retailers	Drug Retailers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	24	16-Mar	2016	0.0	
2182	Beenext	Eloquent Info Solutions (WorkIndia)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Mar	2016	0.0	
2183	Hony Capital	Shanghai Jinjiang International Hotels	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Hotels	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	PIPE	92	16-Mar	2016	0.0	
2184	Valor Capital Group	Beauty Date	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	7	16-Mar	2016	0.0	
2185	Blume Ventures	Gyankosh Solutions (FlipClass)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-Mar	2016	0.0	
2186	Flint Capital	Cream Finance	CEE & CIS	Central & Eastern Europe (CEE)	Latvia	LVA	LV	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	1	16-Mar	2016	0.0	
2187	Imprimatur Capital	BranchTrack	CEE & CIS	Central & Eastern Europe (CEE)	Latvia	LVA	LV	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.3	16-Mar	2016	0.0	
2188	Primavera Capital Management	Cainiao Network Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		16-Mar	2016	0.0	
2189	Monashees Capital, Valor Capital Group	Mandae	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	3	16-Mar	2016	0.0	
2190	Venturra Capital, 500 Startups	Prenetics	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	10	16-Mar	2016	0.0	
2191	YourNest Angel Fund	Healthone Technology (SeeDoc)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	1	16-Mar	2016	0.0	
2192	Morningside Ventures, IDG Capital Partners (IDGVC)	XY	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Mar	2016	0.0	
2193	East Ventures	Arsitag	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Mar	2016	0.0	
2194	Mandala Capital	Jain Irrigation Systems	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	PIPE	43	16-Mar	2016	0.0	51.43630579
2195	Hony Capital	Linmon Pictures	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Growth		16-Mar	2016	0.0	
2196	Equator Capital Partners	Fortis Microfinance Bank	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	5	16-Mar	2016	0.0	
2197	Yunqi Partners, Ceyuan Ventures	Beijing Dataman Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	16-Mar	2016	0.0	
2198	Shenzhen Capital Group (SCGC)	Guangdong Kuaike Electronic Commerce	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	16-Mar	2016	0.0	
2199	Shunwei Capital Partners, Matrix Partners, Zhenfund	Zhejiang Gejia Network Technology (Gegejia)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	16-Mar	2016	0.0	
2200	Lighthouse Funds	Capital Trust	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	9	16-Mar	2016	1.0	
2201	21 Partners	Hollywood	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		16-Mar	2016	1.0	
2202	3TS Capital Partners	Smart Bill	CEE & CIS	Central & Eastern Europe (CEE)	Romania	ROU	RO	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Mar	2016	0.0	
2203	3TS Capital Partners	Green Horse Games	CEE & CIS	Central & Eastern Europe (CEE)	Romania	ROU	RO	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		16-Mar	2016	0.0	
2204	Lakeshore Capital	ReadyPlanet	Asia	Southeast Asia	Thailand	THA	TH	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth		16-Mar	2016	1.0	
2205	Quona Capital, Amadeus Capital Partners	IndiaMART	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	6	16-Mar	2016	1.0	
2206	Medu Capital	Universal Paints	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Buyout		16-Mar	2016	0.0	
2207	SoftBank Ventures Korea (SBVK)	Global Networks (Meat Box)	Asia	East Asia	South Korea	KOR	KR	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	16-Mar	2016	0.0	
2208	Convergence Partners	inQuba	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		16-Mar	2016	0.0	
2209	Medu Capital	Elite Truck Hire	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Industrials	Industrial Goods & Services	Industrial Transportation	Trucking	Road & Rail	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Buyout	29	16-Mar	2016	0.0	
2210	Tata Capital Private Equity	Sai Life Sciences	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth	14	16-Mar	2016	0.0	
2211	DILA Capital	iVoy	Latin America	Central America	Mexico	MEX	MX	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital		16-Mar	2016	0.0	
2212	Prime Venture Partners	Plackal Techno Systems (LoveCycles)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-Mar	2016	0.0	
2213	Accel Partners	Ideas Infolabs (Ninjacart)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	16-Mar	2016	0.0	
2214	Matrix Partners	8Finatics (Finomena)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Mar	2016	0.0	
2215	Mediterrania Capital Partners	Medtech	MENA	North Africa	Morocco	MAR	MA	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	11	16-Mar	2016	1.0	
2216	CITIC Private Equity Funds Management, DCM, Hillhouse Capital Management, IDG Capital Partners (IDGVC), Northern Light Venture Capital (NLVC)	FXiaoKe.com (Facishare)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Mar	2016	0.0	
2217	BlueRun Ventures	QingCloud Beijing U-fan Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Mar	2016	0.0	
2218	Rebright Partners	Reach	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Mar	2016	0.0	
2219	500 Startups, CyberAgent Ventures	GetLinks	Asia	Southeast Asia	Thailand	THA	TH	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Mar	2016	0.0	
2220	YourNest Angel Fund	Aahaa Stores	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	16-Mar	2016	0.0	
2221	Matrix Partners	Welian.com	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	4	16-Mar	2016	0.0	
2222	Morningside Ventures	Onehome.me	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	2	16-Mar	2016	0.0	
2223	Fortune Venture Capital	Muniao.com	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital		16-Mar	2016	0.0	
2224	L Catterton	Bodytech	Latin America	South America	Colombia	COL	CO	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	47	16-Mar	2016	0.0	
2225	ALLVP (Venture Partners Mexico)	Weex	Latin America	Central America	Mexico	MEX	MX	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Private Equity	Venture Capital		16-Mar	2016	0.0	
2226	BlueRun Ventures	Smfl.cn	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Mar	2016	0.0	
2227	Artiman Ventures	MedECUBE Healthcare	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	4	16-Mar	2016	0.0	
2228	Access Asset Managers	Teleysia Networks	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		16-Mar	2016	0.0	
2229	Holtzbrinck Ventures	Lamudi	Pan-Emerging Markets	-	Pan-Emerging Markets			Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Mar	2016	0.0	
2230	TMG Capital	Bacio di Latte	Latin America	South America	Brazil	BRA	BR	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	6	16-Mar	2016	0.0	
2231	IvyCap Ventures	Nomisma Mobile Solutions (FTcash)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	16-Mar	2016	0.0	
2232	Union Square Ventures	Jobbatical	CEE & CIS	Central & Eastern Europe (CEE)	Estonia	EST	EE	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Mar	2016	0.0	
2233	CyberAgent Ventures	StockRadars	Asia	Southeast Asia	Thailand	THA	TH	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Mar	2016	0.0	
2234	IFC Asset Management Company (AMC)	Bandhan Bank	Asia	South Asia	India	IND	IN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	31	16-Mar	2016	1.0	
2235	Legend Capital, IDG Capital Partners (IDGVC), Morningside Ventures	Haizhi Wangju Internet Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	30	16-Mar	2016	0.0	
2236	Spiral Ventures (formerly IMJ Investment Partners), 500 Startups	PawnHero	Asia	Southeast Asia	Philippines	PHL	PH	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Mar	2016	0.0	
2237	500 Startups, Spiral Ventures (formerly IMJ Investment Partners)	Carsome	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	16-Mar	2016	0.0	
2238	Gobi Partners	Beijing Qixin Zhucheng Information Technology (Kr Space)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Mar	2016	0.0	
2239	Shenzhen Costone Venture Capital	Er Geng	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	8	16-Mar	2016	0.0	
2240	NXTP Labs	Trocafone	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.1	16-Mar	2016	0.0	
2241	SoftBank Ventures Korea (SBVK)	Balance Hero (True Balance)	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		16-Mar	2016	0.0	
2242	Kaszek Ventures	Dr. Consulta	Latin America	South America	Brazil	BRA	BR	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital		16-Mar	2016	0.0	
2243	ClearVue Partners	Henan Boya Zhidao E-Commerce (I Believe)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	17	16-Mar	2016	0.0	
2244	Everstone Capital	Ascent Health and Wellness Solutions (Dial Health)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Buyout	64	16-Mar	2016	1.0	
2245	Fortune Venture Capital	Jiangsu Elex Software Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		16-Mar	2016	0.0	
2246	Patria Investimentos	Pare Bem	Latin America	South America	Brazil	BRA	BR	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Buyout		16-Mar	2016	0.0	
2247	Unitus Seed Fund	Humble Mobile Solutions (DriveU)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		16-Mar	2016	0.0	
2248	JC Flowers & Company	Chi-Tech Hong Kong	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Buyout		16-Mar	2016	0.0	
2249	BanyanTree Finance	Power Mech Projects	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	PIPE	2	16-Mar	2016	1.0	20.40305565
2250	East Ventures	Airfrov	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Mar	2016	0.0	
2251	JAFCO Asia	Astroscale	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	Aerospace & Defense	Aerospace	Aerospace & Defense	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	5	16-Mar	2016	0.0	
2252	Lightspeed Venture Partners, Blume Ventures, CyberAgent Ventures	Oku Tech (BroEx)	Asia	South Asia	India	IND	IN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital	3	16-Mar	2016	0.0	
2253	Shenzhen Capital Group (SCGC), F&G Venture, Qiming Venture Partners, Shenzhen Costone Venture Capital	Transwarp	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	24	16-Mar	2016	0.0	
2254	Mangrove Capital Partners, Simile Venture Partners	Tinggal	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-Feb	2016	0.0	
2255	Creador	City Union Bank	Asia	South Asia	India	IND	IN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	20	16-Feb	2016	1.0	45.05098593
2256	Shenzhen Capital Group (SCGC)	Fuda Instrument	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Feb	2016	0.0	
2257	Shenzhen Capital Group (SCGC)	INTESIM (Intel Engineering Simulation Technology)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		16-Feb	2016	0.0	
2258	Shenzhen Capital Group (SCGC)	Shenzhen Jing Gifted Wisdom Education	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Feb	2016	0.0	
2259	BanyanTree Finance	Safex Chemicals	Asia	South Asia	India	IND	IN	Basic Materials	Chemicals	Chemicals	Specialty Chemicals	Chemicals	G Chemicals	Chemicals	Private Equity	Growth	9	16-Feb	2016	1.0	
2260	Shunwei Capital Partners, Ceyuan Ventures	Kuaifawu.com	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	16-Feb	2016	0.0	
2261	Brookfield Asset Management, Kotak Investment Advisors	Gammon Infrastructure Portfolio	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Buyout	28	16-Feb	2016	0.0	
2262	Tiger Global Management, IFC Asset Management Company (AMC)	Souq.com	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Feb	2016	1.0	
2263	South Central Ventures	drytools	CEE & CIS	Central & Eastern Europe (CEE)	Serbia	SRB	RS	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.3	16-Feb	2016	0.0	
2264	Creation Investments Capital Management	TBC Bank	CEE & CIS	Commonwealth of Independent States (CIS)	Georgia	GEO	GE	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	13	16-Feb	2016	0.0	
2265	The Carlyle Group, The Carlyle Group, Vinci Partners	Uniasselvi	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout	275	16-Feb	2016	0.0	
2266	Infinity Group	Vincent Medical Holdings	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Growth	8	16-Feb	2016	0.0	
2267	Gobi Partners, Velos Partners	Orami	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Feb	2016	0.0	
2268	Shenzhen Oriental Fortune Capital (OFC)	Health Hope (Beijing) Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	16-Feb	2016	0.0	
2269	Shunwei Capital Partners, Source Code Capital	Hinabian	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	16-Feb	2016	0.0	
2270	BlueRun Ventures	Jiahao Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	9	16-Feb	2016	0.0	
2271	GSR Ventures	Yuebo Technology (hpplay.com)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	16-Feb	2016	0.0	
2272	Legend Capital, Fortune Venture Capital	Hanpin Daigou	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	6	16-Feb	2016	0.0	
2273	Multiples Alternate Asset Management	PVR	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	PIPE	12	16-Feb	2016	1.0	181.30070569999998
2274	Shenzhen Costone Venture Capital , Sinovation Ventures	Miwei Media	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital		16-Feb	2016	0.0	
2275	Beenext, Qualgro, SAIF Partners	NoBroker Technologies Solutions	Asia	South Asia	India	IND	IN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital	10	16-Feb	2016	0.0	
2276	Accel Partners	Juspay	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	16-Feb	2016	0.0	
2277	Matrix Partners	OfBusiness	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Industrial Suppliers	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	16-Feb	2016	0.0	
2278	Shenzhen Cowin Venture Capital	Ecaray Technology (Parkbees)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		16-Feb	2016	0.0	
2279	Wamda Capital	OfficeRock.com	MENA	Middle East	United Arab Emirates	ARE	AE	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	16-Feb	2016	1.0	
