	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
2569	Shenzhen Oriental Fortune Capital (OFC), Delta Capital, Matrix Partners	Yonghong Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	15	15-Dec	2015	0.0	
2570	Old Mutual Alternative Investments	In2Food	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout	13	15-Dec	2015	0.0	
2571	H.I.G. Capital	Mr. Cat	Latin America	South America	Brazil	BRA	BR	Consumer Goods	Personal & Household Goods	Personal Goods	Footwear	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Growth		15-Dec	2015	0.0	
2572	China Growth Capital	diaox2.com	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	15-Dec	2015	0.0	
2573	Sigma Capital	Fenix Power Peru	Latin America	South America	Peru	PER	PE	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Buyout	22	15-Dec	2015	0.0	
2574	Canbank Venture Capital	Bioneeds India	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth	4	15-Dec	2015	0.0	
2575	Inovo Venture Capital	ScreenSHU	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	15-Dec	2015	0.0	
2576	Sequoia Capital	UnitedStack	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Dec	2015	0.0	
2577	Forum Synergies (India) PE Fund Managers	Ampere Vehicles	Asia	South Asia	India	IND	IN	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Automobiles	Automobiles	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	1	15-Dec	2015	1.0	
2578	Innova Capital	PEKAES	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	PIPE		15-Dec	2015	0.0	
2579	Inovo Venture Capital	Isivi.pl	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.3	15-Dec	2015	0.0	
2580	BlueRun Ventures	Yunjiazheng.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Dec	2015	0.0	
2581	India Quotient	Mhealth Ventures India (MeraDoctor)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	1	15-Dec	2015	1.0	0.155149425
2582	Summit Partners	PatSnap	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	10	15-Dec	2015	0.0	
2583	Matrix Partners	Sarvaloka Services On Call (Housejoy)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Dec	2015	0.0	
2584	Apis Partners	MicroCred Holdings	Pan-Emerging Markets	-	Pan-Emerging Markets			Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		15-Dec	2015	0.0	
2585	Tsing Capital	EHang (Ghost Drone)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Aerospace & Defense	Aerospace	Aerospace & Defense	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	5	15-Dec	2015	1.0	
2586	Mekong Capital	F88	Asia	Southeast Asia	Vietnam	VNM	VN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		15-Dec	2015	1.0	
2587	Shenzhen Capital Group (SCGC)	Beijing Yunjiang Technology (Afanti)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Dec	2015	0.0	
2588	Formation 8	Yello Mobile	Asia	East Asia	South Korea	KOR	KR	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	47	15-Dec	2015	0.0	
2589	Golden Gate Ventures	Perx	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Dec	2015	0.0	
2590	KK Fund, Incubate Fund	HostelHunting	Asia	Southeast Asia	Malaysia	MYS	MY	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital	1	15-Dec	2015	0.0	
2591	VIG Partners	Winche	Asia	East Asia	South Korea	KOR	KR	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Buyout	114	15-Dec	2015	0.0	
2592	Goldman Sachs Merchant Banking Division (MBD)	Zigbang	Asia	East Asia	South Korea	KOR	KR	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth	32	15-Dec	2015	0.0	
2593	500 Startups, Spiral Ventures (formerly IMJ Investment Partners), Venturra Capital	iPrice	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Dec	2015	0.0	
2594	LAFISE Investment Management	Delifrost	Latin America	Central America	Costa Rica	CRI	CR	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Credit	Mezzanine	4	15-Dec	2015		
2595	Shunwei Capital Partners	iKongJian.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Dec	2015	0.0	
2596	PAG, Sequoia Capital	Dashu Finance	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	77	15-Dec	2015	0.0	
2597	Accel Partners	CapriCoast.com Home Solutions	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	4	15-Dec	2015	0.0	
2598	Synergy Capital Managers	Darl Pharmaceuticals	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		15-Dec	2015	0.0	
2599	Insight Venture Partners, Accel Partners	Vinted	CEE & CIS	Central & Eastern Europe (CEE)	Lithuania	LTU	LT	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Dec	2015	0.0	
2600	Metier	Astrim (formerly Pharma Co)	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		15-Dec	2015	1.0	
2601	SAIF Partners	Aye Finance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	3	15-Dec	2015	0.0	
2602	CITIC Private Equity Funds Management	Shanghai Kai'an Information Technology (MadaiLicai)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		15-Dec	2015	0.0	
2603	CLSA Capital Partners	Holisol Logistics	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	10	15-Dec	2015	0.0	
2604	Sequoia Capital, Gobi Partners	Cloudwise (Beijing) Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	12	15-Dec	2015	0.0	
2605	CITIC Private Equity Funds Management	China Top Credit Finance Information Services	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		15-Dec	2015	0.0	
2606	CITIC Capital Partners	Beijing Yiming Art School	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		15-Dec	2015	0.0	
2607	Shenzhen Green Pine Capital Partners	Guangzhou Naodong Technology (Cycang.com)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	15-Dec	2015	0.0	
2608	CX Partners, Gateway Partners	Mrs. Bector's Cremica	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth	36	15-Dec	2015	0.0	31.45814721
2609	The Rohatyn Group	Fedir	Latin America	South America	Uruguay	URY	UY	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout		15-Dec	2015	0.0	
2610	Tiger Global Management, Accel Partners	Zinka Logistics (Blackbuck)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	25	15-Dec	2015	0.0	
2611	Tiger Global Management	Shenzhen Zijintongcai Investment Fund Management	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	60	15-Dec	2015	0.0	
2612	Olympus Capital Asia	Li Tong Group (LTG)	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Growth	45	15-Dec	2015	1.0	
2613	Ally Bridge Group, Boyu Capital	WuXi AppTech (Wuxi Biologics Holding, Wuxi PharmaTech)	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Buyout		15-Dec	2015	0.0	100.0
2614	Orios Venture Partners	Yumist	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	15-Dec	2015	0.0	
2615	Invest Tech Investimentos e Participacoes	Aker Consultoria e Informatica	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	3	15-Dec	2015	0.0	
2616	Syntaxis Capital	Loconi Intermodal	CEE & CIS	Central & Eastern Europe (CEE)	Poland	POL	PL	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Credit	Mezzanine	10	15-Dec	2015		
2617	Venturra Capital	BitX	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Dec	2015	0.0	
2618	Venturra Capital, East Ventures	Ruangguru	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Dec	2015	0.0	
2619	Cathay Capital Private Equity, Matrix Partners	Xiamen Information Technology (Meet You)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Dec	2015	0.0	
2620	Mediterra Capital	Tavuk Dunyasi	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout		15-Dec	2015	1.0	
2621	Edmond de Rothschild Investment Partners	Oriental Dumpling King	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		15-Dec	2015	0.0	
2622	Sequoia Capital, GGV Capital, Shunwei Capital Partners, Vision Knight Capital Partners	Xiaozhan Jiaoyu (Zhan.com)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	84	15-Dec	2015	0.0	
2623	Baltcap Management	Arctic Sport Clubs	CEE & CIS	Central & Eastern Europe (CEE)	Estonia	EST	EE	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Buyout		15-Dec	2015	0.0	
2624	Zephyr Peacock India, Aavishkaar Venture Management	Swarna Pragati Housing Microfinance	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Mortgage Finance	Thrifts & Mortgage Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	17	15-Dec	2015	1.0	
2625	500 Startups, Convergence Ventures, Wavemaker Partners	Ematic Solutions	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	15-Dec	2015	0.0	
2626	Rise Capital, Capital Invent	Gaia Design	Latin America	Central America	Mexico	MEX	MX	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Furnishings	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	3	15-Dec	2015	0.0	
