	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
6922	Tiger Global Management	One Africa Media	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Buyout		13-Jan	2013	0.0	
6923	Hera Capital	Bel Perfumes	Asia	Southeast Asia	Thailand	THA	TH	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	2	13-Jan	2013	0.0	
6924	Sequoia Capital	Yuntongxun.com	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	4	13-Jan	2013	0.0	
6925	Blume Ventures	Sportsnest Retail India	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	0.2	13-Jan	2013	0.0	
6926	Gobi Partners	Cloudwise (Beijing) Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Jan	2013	0.0	
6927	Monashees Capital	Enjoei	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	3	13-Jan	2013	0.0	
6928	Sinovation Ventures	Megvii (Face++)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Jan	2013	0.0	
6929	SAIF Partners, Grand Yangtze Capital	Ymatou.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	13-Jan	2013	0.0	
6930	Blume Ventures	Cherish Maternity	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	Venture Capital	0.05	13-Jan	2013	0.0	
6931	Meridian Capital, Crystal Stream Ventures	Hangzhou Enniu Network Technology (51Zhangdan, u51.com)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	15	13-Jan	2013	0.0	
6932	Siraj Fund Management Company (SFMC)	CallU	MENA	Middle East	Palestinian Territory	WB		Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Growth		13-Jan	2013	0.0	
6933	Middle East Venture Partners (MEVP)	Body & Soul	MENA	Middle East	Lebanon	LBN	LB	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	1	13-Jan	2013	0.0	
6934	Blume Ventures	Infollion Business Research Hypermart	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	13-Jan	2013	0.0	
6935	Blume Ventures	VoxApp	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	0.1	13-Jan	2013	0.0	
6936	Gobi Partners	Teambition	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	13-Jan	2013	0.0	
6937	Legend Capital	Uoko.com	Asia	East Asia	China	CHN	CN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital	4	13-Jan	2013	0.0	
6938	Siraj Fund Management Company (SFMC)	HD Vision for Media & Production	MENA	Middle East	Palestinian Territory	WB		Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth		13-Jan	2013	0.0	
6939	Emerging Capital Partners (ECP)	Nairobi Java House	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		13-Jan	2013	1.0	
6940	Emerging Capital Partners (ECP)	Wananchi Group Holdings	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Telecommunications	Telecommunications	Fixed Line Telecommunications	Fixed Line Telecommunications	Diversified Telecommunication Services	N Information	Information	Private Equity	Growth		13-Jan	2013	1.0	
6941	Shunwei Capital Partners	Xingkong	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Jan	2013	0.0	
6942	Tribeca Asset Management	Bogota Beer Company	Latin America	South America	Colombia	COL	CO	Consumer Goods	Food & Beverage	Beverages	Brewers	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth		13-Jan	2013	0.0	
6943	Trustbridge Partners (TBP Capital)	Owspace (One-Way Street Library)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	10	13-Jan	2013	0.0	
6944	CDH Investments, GL Capital Management	Wenzhou Kangning Hospital	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth	32	13-Jan	2013	0.0	
6945	Qiming Venture Partners	Lantu Information Technology (Tuhu Yangche)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		13-Jan	2013	0.0	
6946	EchoVC Partners	African Courier Express	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital		13-Jan	2013	0.0	
6947	Global Environment Fund (GEF)	Ramanas Farms	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Basic Materials	Basic Resources	Forestry & Paper	Forestry	Paper & Forest Products	A Agriculture and Forestry	Agriculture & Forestry	Infrastructure & Real Assets	Growth		13-Jan	2013	1.0	
6948	Brummer & Partners	Popular Pharmaceuticals	Asia	South Asia	Bangladesh	BGD	BD	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		13-Jan	2013	1.0	
6949	Sinovation Ventures	Beijing Dami Technology (VipKid)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		13-Jan	2013	1.0	
6950	Sinovation Ventures	Qingting.fm	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	2	13-Jan	2013	0.0	
6951	Mubadala Infrastructure Partners (MIP)	Al Hikma Development Company	MENA	Middle East	United Arab Emirates	ARE	AE	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Infrastructure & Real Assets	Growth		13-Jan	2013	0.0	
6952	Brummer & Partners	Runner Automobiles	Asia	South Asia	Bangladesh	BGD	BD	Consumer Goods	Automobiles & Parts	Automobiles & Parts	Automobiles	Automobiles	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		13-Jan	2013	1.0	
6953	Kleiner Perkins Caufield & Byers (KPCB)	Shanghai Ulucu Electronic Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		13-Jan	2013	0.0	
6954	Axxess Capital	Frontex International	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Buyout		13-Jan	2013	0.0	
6955	Morningside Ventures	Maimai	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	5	13-Jan	2013	0.0	
6956	Norwest Venture Partners (NVP)	Manthan Systems	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	4	13-Jan	2013	0.0	
6957	Ceyuan Ventures	Yingying Licai	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	3	13-Jan	2013	0.0	
6958	IFC Asset Management Company (AMC)	Banco Interamericano de Finanzas (BanBif)	Latin America	South America	Peru	PER	PE	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		13-Jan	2013	1.0	
6959	Middle East Venture Partners (MEVP)	Anghami.com	MENA	Middle East	Lebanon	LBN	LB	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	13-Jan	2013	0.0	
6960	Zephyr Peacock India, Credence Partners	20Cube Logistics	Asia	Southeast Asia	Singapore	SGP	SG	Industrials	Industrial Goods & Services	Industrial Transportation	Trucking	Road & Rail	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth		13-Jan	2013	1.0	
6961	Middle East Venture Partners (MEVP)	Pin-Pay SAL	MENA	Middle East	Lebanon	LBN	LB	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	13-Jan	2013	0.0	
6962	Ribbit Capital, Monashees Capital	ContaAzul	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		13-Jan	2013	0.0	
6963	SoftBank Ventures Korea (SBVK)	KnowRe	Asia	East Asia	South Korea	KOR	KR	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	13-Jan	2013	0.0	
6964	Lok Capital	Drishti Eye Care	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital		13-Jan	2013	0.0	
6965	Global Environment Fund (GEF)	Integrated Cleanroom Technologies (iClean)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth	8	13-Jan	2013	1.0	
6966	KTB Investment & Securities, SoftBank Ventures Korea (SBVK), Stonebridge Capital	VCNC (Between)	Asia	East Asia	South Korea	KOR	KR	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	3	13-Jan	2013	0.0	
6967	VantagePoint Capital Partners, BlueRun Ventures, Sequoia Capital	Mayi.com	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	10	13-Jan	2013	0.0	
6968	Templeton Asset Management (TAML)	Globus Spirits	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Beverages	Distillers & Vintners	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Growth	13	13-Jan	2013	0.0	
6969	Fanisi Capital	Sophar	Sub-Saharan Africa	East Africa	Rwanda	RWA	RW	Consumer Services	Retail	Food & Drug Retailers	Drug Retailers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		13-Jan	2013	1.0	
6970	LeapFrog Investments	ARMLife	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Financials	Insurance	Life Insurance	Life Insurance	Insurance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	8	13-Jan	2013	1.0	
6971	Nirvana Venture Advisors, Blume Ventures	Solvy Tech Solutions (Zopper.com)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	0.3	13-Jan	2013	0.0	
6972	Gobi Partners	Gokuai Technology	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	13-Jan	2013	0.0	
6973	China Soft Capital (China Soft Investment Corporation)	Flowers King Horticulture	Asia	East Asia	China	CHN	CN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Growth	2	13-Jan	2013	0.0	
6974	WI Harper Group	Roam & Wander	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital		13-Jan	2013	0.0	
6975	Tata Capital Private Equity	Amanta Healthcare (formerly Marck Biosciences)	Asia	South Asia	India	IND	IN	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth	8	13-Jan	2013	0.0	
6976	Catalyst Principal Partners	Chai Bora	Sub-Saharan Africa	East Africa	Tanzania	TZA	TZ	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Buyout		13-Jan	2013	1.0	
6977	Pearl Capital Partners (PCP)	Midlands	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Consumer Goods	Food & Beverage	Food Producers	Farming, Fishing & Plantations	Food Products	A Agriculture and Forestry	Agriculture & Forestry	Private Equity	Growth	1	13-Jan	2013	0.0	
6978	TPG	Li Ning	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	PIPE	21	13-Jan	2013	0.0	113.5455638
6979	Matrix Partners	MSwipe Technologies	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	1	13-Jan	2013	0.0	
6980	Gaja Capital Partners	EuroKids	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	22	13-Jan	2013	0.0	
