	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
3862	Sequoia Capital, India Quotient	CREO	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	2	15-Mar	2015	0.0	
3863	Canbank Venture Capital	Shera Energy	Asia	South Asia	India	IND	IN	Basic Materials	Basic Resources	Industrial Metals & Mining	Nonferrous Metals	Metals & Mining	B Oil, Gas and Mining	Oil, Gas and Mining	Private Equity	Growth	2	15-Mar	2015	0.0	
3864	GGV Capital	Jiangsu Zimi Electronic Technology	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	15	15-Mar	2015	0.0	
3865	Lightspeed Venture Partners, Sequoia Capital	Oravel Stays (OyoRooms.com)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Hotels	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Mar	2015	0.0	
3866	Tiger Global Management, India Quotient	Relevant e-solutions (Giveter and Roposo)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	5	15-Mar	2015	0.0	
3867	China Growth Capital, IDG Capital Partners (IDGVC)	Beijing Science and Technology (1Bird, 56xiaomi.com)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	10	15-Mar	2015	0.0	
3868	GGV Capital, IDG Capital Partners (IDGVC)	1more Design	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	15	15-Mar	2015	0.0	
3869	GGV Capital	Shanghai Petkit Network Technology	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Mar	2015	0.0	
3870	Qiming Venture Partners, Hillhouse Capital Management	Mafengwo.cn	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Mar	2015	0.0	
3871	IDG Capital Partners (IDGVC), Banyan Capital, China Growth Capital	700Bike	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Recreational Products	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	15	15-Mar	2015	0.0	
3872	JAFCO Asia, Accel Partners	Teabox	Asia	South Asia	India	IND	IN	Consumer Goods	Food & Beverage	Beverages	Soft Drinks	Beverages	F Food & Beverages	Food & Beverages	Private Equity	Venture Capital	6	15-Mar	2015	0.0	
3873	Foursan Group	Zalatimo Sweets & Restaurants	MENA	Middle East	Jordan	JOR	JO	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth		15-Mar	2015	1.0	
3874	YourNest Angel Fund	GolfLan Technologies	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Mar	2015	0.0	
3875	ALLVP (Venture Partners Mexico)	Estrategia Energia Electrica (E3)	Latin America	Central America	Mexico	MEX	MX	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Mar	2015	0.0	
3876	Riverwood Capital	Netshoes	Latin America	South America	Brazil	BRA	BR	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	25	15-Mar	2015	0.0	
3877	Accel Partners, Housatonic Partners	QMC Telecom International	Latin America	South America	Brazil	BRA	BR	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Infrastructure & Real Assets	Growth		15-Mar	2015	0.0	
3878	Morningside Ventures, Matrix Partners	Public Information Technology (Gongpingjia)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	15-Mar	2015	0.0	
3879	NEST	GoWell Software	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Mar	2015	0.0	
3880	Monk's Hill Ventures, 500 Startups	ZipMatch	Asia	Southeast Asia	Philippines	PHL	PH	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital	3	15-Mar	2015	0.0	
3881	Lightbox Ventures	Kieraya Furnishing Solutions (Furlenco)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	6	15-Mar	2015	0.0	
3882	WI Harper Group	Vitargent Biotechnology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Mar	2015	0.0	
3883	Tiantu Xingye Venture Capital (Tiantu Capital)	Beijing Yacol Information Sharing Technology (Kaizhuo)	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	32	15-Mar	2015	0.0	
3884	Ceyuan Ventures	Mr. Food	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Mar	2015	0.0	
3885	NewMargin Ventures, Matrix Partners	8868 Trade Platform	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	15-Mar	2015	0.0	
3886	Northern Light Venture Capital (NLVC)	Pingo	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	5	15-Mar	2015	0.0	
3887	East Ventures	MoolahSense	Asia	Southeast Asia	Singapore	SGP	SG	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Mar	2015	0.0	
3888	CX Partners, Elevar Equity	Ujjivan Financial Services	Asia	South Asia	India	IND	IN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		15-Mar	2015	1.0	47.09143456
3889	Sequoia Capital	EJ Wealth Management (Yijie, Noah EJet)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	5	15-Mar	2015	0.0	
3890	IDG Ventures India	Tripoto Travel (Tripoto.com)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Mar	2015	0.0	
3891	Kedaara Capital	Manjushree Technopack	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	32	15-Mar	2015	0.0	
3892	Y Combinator	Kalibrr	Asia	Southeast Asia	Philippines	PHL	PH	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	15-Mar	2015	0.0	
3893	Equis	Soleq	Asia	Southeast Asia	Southeast Asia Regional Investment	SAR		Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		15-Mar	2015	0.0	
3894	ACON Investments	BetterWare de Mexico	Latin America	Central America	Mexico	MEX	MX	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth		15-Mar	2015	0.0	
3895	Elixir Capital	Bintang Makmur	Asia	Southeast Asia	Indonesia	IDN	ID	Industrials	Industrial Goods & Services	Support Services	Waste & Disposal Services	Commercial Services & Supplies	C Utilities	Utilities	Private Equity	Growth	5	15-Mar	2015	0.0	
3896	KKR	Uxin (Youxinpai)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		15-Mar	2015	0.0	
3897	Kedaara Capital	Parksons Packaging	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	General Industrials	Containers & Packaging	Containers & Packaging	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	32	15-Mar	2015	0.0	
3898	500 Startups	Nugit	Asia	Southeast Asia	Singapore	SGP	SG	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Mar	2015	0.0	
3899	Aavishkaar Venture Management	Vana Vidyut	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	0.2	15-Mar	2015	0.0	
3900	Alternative Capital Partners (Alter-Cap)	Prisma	MENA	North Africa	Tunisia	TUN	TN	Technology	Technology	Software & Computer Services	Computer Services	IT Services	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		15-Mar	2015	0.0	
3901	Old Mutual Alternative Investments	Prestige College	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	8	15-Mar	2015	0.0	
3902	ChrysCapital	South Indian Bank	Asia	South Asia	India	IND	IN	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	PIPE	31	15-Mar	2015	0.0	31.02314784
3903	IDFC Alternatives	Delhi Cargo Service Centre	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Infrastructure & Real Assets	Buyout	20	15-Mar	2015	0.0	
3904	Raffles Venture Partners	Daylight Studios	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Goods	Personal & Household Goods	Leisure Goods	Toys	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	1	15-Mar	2015	0.0	
3905	AVentures Capital, Almaz Capital Partners	Petcube	CEE & CIS	Commonwealth of Independent States (CIS)	Ukraine	UKR	UA	Consumer Goods	Personal & Household Goods	Leisure Goods	Consumer Electronics	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Mar	2015	1.0	
3906	Global Brain, Spiral Ventures (formerly IMJ Investment Partners)	Pricebook	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		15-Mar	2015	0.0	
3907	Creador	Bank Index Selindo	Asia	Southeast Asia	Indonesia	IDN	ID	Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	24	15-Mar	2015	0.0	
3908	Aavishkaar Venture Management	Ergos Business Solutions	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	1	15-Mar	2015	1.0	
3909	The Carlyle Group, Trustbridge Partners (TBP Capital)	China Literature	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Growth		15-Mar	2015	0.0	
3910	IDG Ventures India	NestAway Technologies	Asia	South Asia	India	IND	IN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital	1	15-Mar	2015	0.0	
3911	True North (formerly IVFA)	Meru Cabs	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	20	15-Mar	2015	0.0	
3912	ARX Equity Partners	Diagnosticni Center Bled (DCB)	CEE & CIS	Central & Eastern Europe (CEE)	Slovenia	SVN	SI	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Buyout		15-Mar	2015	0.0	
3913	East Ventures	Oddle	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Mar	2015	0.0	
3914	Mediterra Capital	Soke Un	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Buyout		15-Mar	2015	1.0	
3915	TA Associates	YeePay	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Growth		15-Mar	2015	0.0	
3916	Sequoia Capital, Matrix Partners	To8to	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	200	15-Mar	2015	0.0	
3917	FountainVest Partners	Dianping.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth		15-Mar	2015	1.0	
3918	Lightspeed Venture Partners	i-EVER	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	2	15-Mar	2015	0.0	
3919	Legend Capital	Taocz.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Mar	2015	0.0	
3920	Kae Capital	Daily Rounds	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Venture Capital	1	15-Mar	2015	0.0	
3921	Quadria Capital Investment Management	SOHO Global Health	Asia	Southeast Asia	Indonesia	IDN	ID	Health Care	Health Care	Pharmaceuticals & Biotechnology	Pharmaceuticals	Pharmaceuticals	G Chemicals	Chemicals	Private Equity	Growth		15-Mar	2015	1.0	
3922	Matrix Partners, Sequoia Capital	PeopleSoft Interactive Information Technology (Xiaoshouyi, Ingage App)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	15	15-Mar	2015	0.0	
