	Fund Manager(s)	Company Name	Region	Sub-Region	Country	country code	country code_2	ICB Industry	ICB Supersector	ICB Sector	ICB Subsector	GICS Industry [column F]	IFC primary sector	IFC primary sector (#)	Asset Class	Investment Type	Investment Amount (US$m)	Investment Date	year	IFC	valuation
3208	Shenzhen Capital Group (SCGC), Shenzhen CDF-Capital	Yikuaiqu.com	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	4	15-Aug	2015	0.0	
3209	Shenzhen Cowin Venture Capital, Lightspeed Venture Partners	Hao Chushi	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	16	15-Aug	2015	0.0	
3210	Neulogy Ventures	Boldburg	CEE & CIS	Central & Eastern Europe (CEE)	Slovakia	SVK	SK	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electrical Components & Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Aug	2015	0.0	
3211	Macquarie Infrastructure and Real Assets (MIRA)	Ind-Barath Power Infra	Asia	South Asia	India	IND	IN	Utilities	Utilities	Electricity	Conventional Electricity	Electric Utilities	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	122	15-Aug	2015	0.0	
3212	Source Code Capital	Aishang Zhaobao Trading (Taoshiji)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Aug	2015	0.0	
3213	Helion Venture Partners, Social Capital	Ezetap Mobile Solutions	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Aug	2015	0.0	
3214	Rebright Partners	Diptab Ventures (LetsTransport)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	1	15-Aug	2015	0.0	
3215	Matrix Partners	Beijing Rongchang Laundry (Edaixi)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Aug	2015	0.0	
3216	Softbank China Venture Capital (SBCVC), HighLight Capital	Shanghai Jiaoda KingYee (Kyee)	Asia	East Asia	China	CHN	CN	Health Care	Health Care	Health Care Equipment & Services	Medical Equipment	Health Care Equipment & Supplies	S Health Care	Health Care	Private Equity	Venture Capital		15-Aug	2015	0.0	
3217	Matrix Partners, Sequoia Capital	Shenzhen Futu Network Technology (Futu Securities, Futu5)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Investment Services	Capital Markets	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		15-Aug	2015	0.0	
3218	Helion Venture Partners, Kalaari Capital	BlackCotton Solutions (DoorMint)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	3	15-Aug	2015	0.0	
3219	Ceyuan Ventures, Redpoint Ventures, Shunwei Capital Partners	RenRenChe.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	85	15-Aug	2015	0.0	
3220	SAIF Partners	Good Generous Information Technology (HomeKing)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Aug	2015	0.0	
3221	First Round Capital, Felicis Ventures	Bright	Latin America	Central America	Mexico	MEX	MX	Oil & Gas	Oil & Gas	Alternative Energy	Renewable Energy Equipment	Independent Power and Renewable Electricity Producers	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Aug	2015	0.0	
3222	Sequoia Capital, Lightspeed Venture Partners	Oravel Stays (OyoRooms.com)	Asia	South Asia	India	IND	IN	Consumer Services	Travel & Leisure	Travel & Leisure	Hotels	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Aug	2015	0.0	
3223	Sequoia Capital, Accel Partners	WizRocket Technologies	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	8	15-Aug	2015	0.0	
3224	Lightspeed Venture Partners, CDH Investments, China Broadband Capital (CBC), GGV Capital, Qiming Venture Partners	Tujia.com	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	250	15-Aug	2015	0.0	
3225	Infuse Ventures	Energystar Technologies (Glowship)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electronic Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital		15-Aug	2015	1.0	
3226	Mediterrania Capital Partners	Société Meunière Tunisienne (SMT, Randa)	MENA	North Africa	Tunisia	TUN	TN	Consumer Goods	Food & Beverage	Food Producers	Food Products	Food Products	F Food & Beverages	Food & Beverages	Private Equity	Growth		15-Aug	2015	1.0	
3227	Matrix Partners	Shanghai LinkedCare Information Technology	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Aug	2015	0.0	
3228	Matrix Partners, Greylock Partners, New Enterprise Associates (NEA)	GrowingIO	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	15-Aug	2015	0.0	
3229	Capital Today	Urfresh.cn	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	10	15-Aug	2015	0.0	
3230	The Carlyle Group	Midia Resources	CEE & CIS	Central & Eastern Europe (CEE)	Romania	ROU	RO	Oil & Gas	Oil & Gas	Oil & Gas Producers	Exploration & Production	Energy Equipment & Services	B Oil, Gas and Mining	Oil, Gas and Mining	Infrastructure & Real Assets	Buyout	43	15-Aug	2015	0.0	
3231	Tiantu Xingye Venture Capital (Tiantu Capital)	Xiamen Mei Jia Bang Technology	Asia	East Asia	China	CHN	CN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		15-Aug	2015	0.0	
3232	Advent International	LifeMiles	Latin America	South America	Colombia	COL	CO	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Growth	344	15-Aug	2015	0.0	
3233	Investec Asset Management	IHS	Sub-Saharan Africa	West Africa	Nigeria	NGA	NG	Telecommunications	Telecommunications	Mobile Telecommunications	Mobile Telecommunications	Wireless Telecommunication Services	N Information	Information	Infrastructure & Real Assets	Growth		15-Jul	2015	1.0	
3234	Hillhouse Capital Management	Yooli.com	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	46	15-Jul	2015	0.0	
3235	Source Code Capital	Huizhaofang Network Technology (Huifenqi)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	6	15-Jul	2015	0.0	
3236	Chengwei Ventures, Lightspeed Venture Partners, Sequoia Capital	Shanghai Reso Cultural Communication (FotoPlace)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	10	15-Jul	2015	0.0	
3237	ALLVP (Venture Partners Mexico)	Cornershop	Latin America	-	Latin America Regional Investment	LAC		Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Jul	2015	0.0	
3238	e.ventures	Career Dream	Asia	East Asia	China	CHN	CN	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jul	2015	0.0	
3239	Meridian Capital	Shanghai Fengtao Jinrong Xinxi Fuwu (Fengtouwang)	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	3	15-Jul	2015	0.0	
3240	BlackPeak Capital	Walltopia	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Consumer Goods	Personal & Household Goods	Leisure Goods	Recreational Products	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	5	15-Jul	2015	0.0	
3241	SAIF Partners, Tiger Global Management	Little Internet	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	50	15-Jul	2015	0.0	
3242	The Carlyle Group	Ubox Technology & Trade	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	85	15-Jul	2015	0.0	
3243	MCap Fund Advisors	Jyothy Laboratories	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Nondurable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	PIPE	1	15-Jul	2015	0.0	
3244	ChinaEquity	Livall Riding	Asia	East Asia	China	CHN	CN	Consumer Goods	Personal & Household Goods	Leisure Goods	Recreational Products	Specialty Retail	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	13	15-Jul	2015	0.0	
3245	Lightbox Ventures	Droom Technology	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		15-Jul	2015	0.0	
3246	ACON Investments	CryoHoldco	Latin America	Central America	Mexico	MEX	MX	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Growth		15-Jul	2015	0.0	
3247	Cauris Management	AEC - AWI	Sub-Saharan Africa	West Africa	Cote d'Ivoire	CIV	CI	Consumer Goods	Personal & Household Goods	Personal Goods	Personal Products	Textiles, Apparel & Luxury Goods	M Industrial & Consumer Products	Industrial & Consumer Products	Private Credit	Debt	1	15-Jul	2015		
3248	IDG Ventures India	Rejuvenate Solutions (Zimmber)	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	2	15-Jul	2015	0.0	
3249	Accel Partners	Moonshots Internet (Opinio)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	2	15-Jul	2015	0.0	
3250	AppWorks Ventures	Sudo Holdings	Asia	East Asia	Taiwan	TWN	TW	Industrials	Industrial Goods & Services	Support Services	Business Training & Employment Agencies	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jul	2015	0.0	
3251	Sequoia Capital, Matrix Partners	Beijing Yizhang Yunfeng Technology  (Easemob.com)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	13	15-Jul	2015	0.0	
3252	SAIF Partners	KDDL (Kamla Dials)	Asia	South Asia	India	IND	IN	Consumer Goods	Personal & Household Goods	Personal Goods	Clothing & Accessories	Textiles, Apparel & Luxury Goods	K Textiles, Apparel & Leather	Textiles, Apparel & Leather	Private Equity	PIPE	5	15-Jul	2015	0.0	
3253	Lightspeed Venture Partners	Whitekoala Technology (Townrush)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital		15-Jul	2015	0.0	
3254	Tiger Global Management	Foody	Asia	Southeast Asia	Vietnam	VNM	VN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital		15-Jul	2015	0.0	
3255	Alta Ventures Mexico	Energryn	Latin America	Central America	Mexico	MEX	MX	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	15-Jul	2015	0.0	
3256	Northgate Capital	Grupo Diniz	Latin America	Central America	Mexico	MEX	MX	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Growth	19	15-Jul	2015	0.0	
3257	Norwest Venture Partners (NVP)	TrendSutra Platform Services (Pepperfry.com)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Home Improvement Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Jul	2015	0.0	
3258	Accel Partners	Soham Online Solutions (ManageMySpa)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	6	15-Jul	2015	0.0	
3259	Tata Capital Private Equity	Tata Projects	Asia	South Asia	India	IND	IN	Industrials	Construction & Materials	Construction & Materials	Heavy Construction	Construction & Engineering	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Infrastructure & Real Assets	Growth	52	15-Jul	2015	0.0	
3260	CITIC Capital Partners, ChinaEquity	Firstp2p	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	41	15-Jul	2015	0.0	
3261	Broadline Capital	China Rapid Finance	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth	35	15-Jul	2015	0.0	
3262	Legend Capital, Banyan Capital	Duzhoumo	Asia	East Asia	China	CHN	CN	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	20	15-Jul	2015	0.0	
3263	GroFin Capital	Cafe Deli	Sub-Saharan Africa	East Africa	Kenya	KEN	KE	Consumer Services	Travel & Leisure	Travel & Leisure	Restaurants & Bars	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Growth	1	15-Jul	2015	1.0	
3264	Discovery Americas	Traxion	Latin America	Central America	Mexico	MEX	MX	Industrials	Industrial Goods & Services	Industrial Transportation	Transportation Services	Transportation Infrastructure	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Growth	2	15-Jul	2015	0.0	
3265	Adenia Partners	Cresta Paints	Sub-Saharan Africa	West Africa	Ghana	GHA	GH	Industrials	Construction & Materials	Construction & Materials	Building Materials & Fixtures	Building Products	H Nonmetallic Mineral Product Manufacturing	Nonmetallic Mineral Product Manufacturing	Private Equity	Buyout		15-Jul	2015	1.0	
3266	Northern Light Venture Capital (NLVC)	Hangzhou Yiqiqingchen Xinxijishu (Maihaoche)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Jul	2015	0.0	
3267	Lightspeed Venture Partners	Oku Tech (BroEx)	Asia	South Asia	India	IND	IN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital	1	15-Jul	2015	0.0	
3268	BlueRun Ventures	Yizhigong.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialty Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	15-Jul	2015	0.0	
3269	GGV Capital, Matrix Partners	Ypzdw.com	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	Food & Drug Retailers	Drug Retailers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Jul	2015	0.0	
3270	BlackPeak Capital	International Power Supply	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Industrials	Industrial Goods & Services	Electronic & Electrical Equipment	Electrical Components & Equipment	Electrical Equipment	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Growth	1	15-Jul	2015	0.0	
3271	Exfinity Venture Partners	Iqlect Software Solutions	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	2	15-Jul	2015	0.0	
3272	Exfinity Venture Partners, Saha Fund	Fitternity Health E-solution	Asia	South Asia	India	IND	IN	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	1	15-Jul	2015	0.0	
3273	Tiger Global Management	NestAway Technologies	Asia	South Asia	India	IND	IN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Services	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Venture Capital		15-Jul	2015	0.0	
3274	Dragon Capital (Vietnam)	Song Ong Hydropower	Asia	Southeast Asia	Vietnam	VNM	VN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth	2	15-Jul	2015	0.0	
3275	Baring Vostok Capital Partners, Almaz Capital Partners	CarPrice.ru	CEE & CIS	Commonwealth of Independent States (CIS)	Russia	RUS	RU	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	29	15-Jul	2015	0.0	
3276	UOB Venture Management, Oak Investment Partners	Giosis (Qoo10)	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Retail	General Retailers	Broadline Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Jul	2015	0.0	
3277	CRP Companhia de Participacoes	Oktoplus	Latin America	South America	Brazil	BRA	BR	Consumer Services	Travel & Leisure	Travel & Leisure	Travel & Tourism	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital		15-Jul	2015	1.0	
3278	Matrix Partners	MSwipe Technologies	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Support Services	Financial Administration	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jul	2015	0.0	
3279	Sequoia Capital	MedGenome	Asia	South Asia	India	IND	IN	Health Care	Health Care	Health Care Equipment & Services	Health Care Providers	Health Care Providers & Services	S Health Care	Health Care	Private Equity	Venture Capital	20	15-Jul	2015	0.0	
3280	Northstar Group	Zimplistic Inventions	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Goods	Personal & Household Goods	Household Goods & Home Construction	Durable Household Products	Household Durables	M Industrial & Consumer Products	Industrial & Consumer Products	Private Equity	Venture Capital	12	15-Jul	2015	0.0	
3281	Fenox Venture Capital, 500 Startups	HijUp	Asia	Southeast Asia	Indonesia	IDN	ID	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Jul	2015	0.0	
3282	Sinovation Ventures	Beast Bikes	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	8	15-Jul	2015	0.0	
3283	Vivo Capital, Sequoia Capital	Beijing Wanmei Creative Technology (Gengmei)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		15-Jul	2015	0.0	
3284	Investec Asset Management	Intelligent Debt Management (IDM Group)	Sub-Saharan Africa	Southern Africa	South Africa	ZAF	ZA	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Growth		15-Jul	2015	1.0	
3285	IDG Ventures India	Living Consumer Products (iCrushiFlush)	Asia	South Asia	India	IND	IN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		15-Jul	2015	0.0	
3286	Sequoia Capital	Fave (KFit)	Asia	Southeast Asia	Malaysia	MYS	MY	Consumer Services	Travel & Leisure	Travel & Leisure	Recreational Services	Hotels, Restaurants & Leisure	U Accommodation & Tourism Services	Accommodation & Tourism Services	Private Equity	Venture Capital	3	15-Jul	2015	0.0	
3287	Golden Gate Ventures	Grana	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Apparel Retailers	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	2	15-Jul	2015	0.0	
3288	Legend Capital	Dexter Studios	Asia	East Asia	South Korea	KOR	KR	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	10	15-Jul	2015	0.0	
3289	Contrarian Drishti Partners	Pavitra Retail (JoybyNature)	Asia	South Asia	India	IND	IN	Consumer Services	Retail	Food & Drug Retailers	Food Retailers & Wholesalers	Food & Staples Retailing	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	1	15-Jul	2015	0.0	
3290	CDH Investments, Draper Fisher Jurvetson (DFJ), DT Capital Partners	1JiaJie (eJiaJie)	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital		15-Jul	2015	0.0	
3291	500 Startups	Adphorus	CEE & CIS	Central & Eastern Europe (CEE)	Turkey	TUR	TR	Industrials	Industrial Goods & Services	Support Services	Business Support Services	Commercial Services & Supplies	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital		15-Jul	2015	0.0	
3292	Warburg Pincus	Piramal Realty	Asia	South Asia	India	IND	IN	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Growth	282	15-Jul	2015	0.0	
3293	BlackPeak Capital	Bookprint	CEE & CIS	Central & Eastern Europe (CEE)	Bulgaria	BGR	BG	Consumer Services	Media	Media	Publishing	Media	N Information	Information	Private Equity	Growth	1	15-Jul	2015	0.0	
3294	New Access Capital	Rongzi.com	Asia	East Asia	China	CHN	CN	Financials	Financial Services	Financial Services	Specialty Finance	Diversified Financial Services	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital		15-Jul	2015	0.0	
3295	Monashees Capital	Kickoff	Latin America	South America	Brazil	BRA	BR	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital		15-Jul	2015	0.0	
3296	KTB Investment & Securities, Altos Ventures	Viva Republica (Toss)	Asia	East Asia	South Korea	KOR	KR	Financials	Financial Services	Financial Services	Consumer Finance	Consumer Finance	O Finance & Insurance	Finance & Insurance	Private Equity	Venture Capital	4	15-Jul	2015	0.0	
3297	Jungle Ventures	One Animation	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Media	Media	Broadcasting & Entertainment	Media	N Information	Information	Private Equity	Venture Capital	8	15-Jul	2015	1.0	
3298	Advent International	Addiko Bank (Hypo Group Alpe Adria)	CEE & CIS	Central & Eastern Europe (CEE)	Central & Eastern Europe (CEE) Regional Investment	ECA		Financials	Banks	Banks	Banks	Banks	O Finance & Insurance	Finance & Insurance	Private Equity	Buyout	174	15-Jul	2015	0.0	
3299	BlueRun Ventures, Redpoint Ventures	Ran	Asia	East Asia	China	CHN	CN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	15	15-Jul	2015	0.0	
3300	New Horizon Capital, Ally Bridge Group, CDH Investments, China Broadband Capital (CBC), China International Capital (CICC Private Equity), IDG Capital Partners (IDGVC), Qiming Venture Partners	Hangzhou Wacai Science	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Software	Software	R Professional, Scientific and Technical Services	Professional, Scientific and Technical Services	Private Equity	Venture Capital	80	15-Jul	2015	0.0	
3301	China Growth Capital, Ceyuan Ventures, Trustbridge Partners (TBP Capital)	Ruidi Interactive Technology (XiaChuFang.com)	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	30	15-Jul	2015	0.0	
3302	GreenWish Capital	Senergy II	Sub-Saharan Africa	West Africa	Senegal	SEN	SN	Utilities	Utilities	Electricity	Alternative Electricity	Independent Power and Renewable Electricity Producers	V Electric Power	Utilities	Infrastructure & Real Assets	Growth		15-Jul	2015	0.0	
3303	Fortune Venture Capital, CMC Capital Partners, SAIF Partners, Telescope Retail Venture Capital	Yohobuy.com	Asia	East Asia	China	CHN	CN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Venture Capital	100	15-Jul	2015	0.0	
3304	Crest Capital Asia	North Coast Lodge	Asia	Southeast Asia	Singapore	SGP	SG	Financials	Real Estate	Real Estate Investment & Services	Real Estate Holding & Development	Real Estate Management & Development	D Construction and Real Estate	Construction and Real Estate	Private Equity	Buyout	22	15-Jul	2015	0.0	
3305	Jungle Ventures	Mobikon	Asia	Southeast Asia	Singapore	SGP	SG	Consumer Services	Media	Media	Media Agencies	Media	N Information	Information	Private Equity	Venture Capital	2	15-Jul	2015	0.0	
3306	Accel Partners, Helion Venture Partners	MySmartPrice	Asia	South Asia	India	IND	IN	Consumer Services	Retail	General Retailers	Specialized Consumer Services	Specialty Retail	Q Wholesale and Retail Trade	Wholesale and Retail Trade	Private Equity	Venture Capital	10	15-Jul	2015	0.0	
3307	Sequoia Capital, Blume Ventures, Nexus Venture Partners	Carthero Technologies (Runnr)	Asia	South Asia	India	IND	IN	Industrials	Industrial Goods & Services	Industrial Transportation	Delivery Services	Air Freight & Logistics	E Transportation and Warehousing	Transportation and Warehousing	Private Equity	Venture Capital	11	15-Jul	2015	1.0	
3308	AfricInvest	Medianet	MENA	North Africa	Tunisia	TUN	TN	Technology	Technology	Software & Computer Services	Internet	Internet Software & Services	N Information	Information	Private Equity	Growth	1	15-Jul	2015	0.0	
